>[    3.485220] random 0028 0000 0000 cadf44cd e6e5b548: add_disk_randomness(8:0) cadf44cd e6e5b548
[    4.588823] random 0068 0000 0000 00e1dc9b edf4c928: extract_entropy(.. 16 ..)
[    4.588825] random 0068 0000 0000 00e1dc9b edf4c928: trying to extract 128 bits from input
[    4.588828] random 0068 0000 0000 00e1dc9b edf4c928: debiting 0 entropy credits from input
[    4.588831] random 0068 0000 0000 00e1dc9b edf4c928: extract_entropy account returned: 0 
[    4.588862] random 0068 0000 0000 00e1dc9b edf4c928: urand_change_num 1211 xfer_secondary_pool(16): pool_sig 0000010d, data_sig 00000000, bytes_mixed 0 00e1dc9b edf4c928
[    4.588867] random 0068 0000 0000 00e1dc9b edf4c928: trying to extract 128 bits from nonblocking
[    4.588870] random 0068 0000 0000 00e1dc9b edf4c928: debiting 128 entropy credits from nonblocking (unlimited)
[    4.588872] random 0068 0000 0000 00e1dc9b edf4c928: extract_entropy account returned: 16 
[    4.588876] random 0068 0000 0000 00e1dc9b edf4c928: urand_change_num 1212 extract_buf: pool_sig 0000010d, data_sig 00000112, bytes_mixed 20 00e1dc9b edf4c928
[    4.588881] random 0068 0000 0000 00e1dc9b edf4c928: urand_change_num 1213 extract_buf: pool_sig 0000022f, data_sig fffffefb, bytes_mixed 20 00e1dc9b edf4c928
[    4.589108] random 0068 0000 0000 97f89c82 60f15be2: add_disk_randomness(8:0) 97f89c82 60f15be2
[    4.589119] random 0068 0000 0000 97f89c82 60f15be2: add_timer_randomness(.. 8388864) with jiffies: 11677906405834022785, cycles: -6768837672170410544
[    4.589127] random 0068 0000 0000 97f89c82 60f15be2: add_disk_randomness(8:0) 97f89c82 60f15be2
[    4.589130] random 0068 0000 0000 97f89c82 60f15be2: add_timer_randomness(.. 8388864) with jiffies: 11678089036433383297, cycles: -6768655041571050032
[    4.590141] random 0068 0000 0000 97f89c82 60f15be2: add_disk_randomness(8:0) 97f89c82 60f15be2
[    4.590146] random 0068 0000 0000 97f89c82 60f15be2: add_timer_randomness(.. 8388864) with jiffies: 11688550236736642946, cycles: -6758193841267790384
[    4.590290] random 0068 0000 0000 97f89c82 60f15be2: add_disk_randomness(8:0) 97f89c82 60f15be2
[    4.590294] random 0068 0000 0000 97f89c82 60f15be2: add_timer_randomness(.. 8388864) with jiffies: 11690079885044146050, cycles: -6756664192960287280
[    4.591010] random 0068 0000 0000 97f89c82 60f15be2: add_disk_randomness(8:0) 97f89c82 60f15be2
[    4.591014] random 0068 0000 0000 97f89c82 60f15be2: add_timer_randomness(.. 8388864) with jiffies: 11697491564077965186, cycles: -6749252513926468144
[    4.591501] random 0068 0000 0000 97f89c82 60f15be2: rand_read_num 402 get_random_bytes(16): sig fffffe73 97f89c82 60f15be2
[    4.591505] random 0068 0000 0000 97f89c82 60f15be2: extract_entropy(.. 16 ..)
[    4.591508] random 0068 0000 0000 97f89c82 60f15be2: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.591511] random 0068 0000 0000 97f89c82 60f15be2: extract_entropy(.. 16 ..)
[    4.591513] random 0068 0000 0000 97f89c82 60f15be2: trying to extract 128 bits from input
[    4.591515] random 0068 0000 0000 97f89c82 60f15be2: debiting 0 entropy credits from input
[    4.591518] random 0068 0000 0000 97f89c82 60f15be2: extract_entropy account returned: 0 
[    4.591521] random 0068 0000 0000 97f89c82 60f15be2: urand_change_num 1214 xfer_secondary_pool(16): pool_sig fffffe73, data_sig 00000000, bytes_mixed 0 97f89c82 60f15be2
[    4.591524] random 0068 0000 0000 97f89c82 60f15be2: trying to extract 128 bits from nonblocking
[    4.591526] random 0068 0000 0000 97f89c82 60f15be2: debiting 128 entropy credits from nonblocking (unlimited)
[    4.591529] random 0068 0000 0000 97f89c82 60f15be2: extract_entropy account returned: 16 
[    4.591532] random 0068 0000 0000 97f89c82 60f15be2: urand_change_num 1215 extract_buf: pool_sig fffffe73, data_sig 0000025b, bytes_mixed 20 97f89c82 60f15be2
[    4.591537] random 0068 0000 0000 844ceeff 574e1cc6: urand_change_num 1216 extract_buf: pool_sig 000001dc, data_sig ffffffa0, bytes_mixed 20 844ceeff 574e1cc6
[    4.591722] random 0068 0000 0000 844ceeff 574e1cc6: add_disk_randomness(8:0) 844ceeff 574e1cc6
[    4.591727] random 0068 0000 0000 844ceeff 574e1cc6: add_timer_randomness(.. 8388864) with jiffies: 11704829300954816386, cycles: -6741914777049616944
[    4.592016] random 0068 0000 0000 844ceeff 574e1cc6: add_disk_randomness(8:0) 844ceeff 574e1cc6
[    4.592021] random 0068 0000 0000 844ceeff 574e1cc6: add_timer_randomness(.. 8388864) with jiffies: 11707856084667391874, cycles: -6738887993337041456
[    4.592970] random 0068 0000 0000 844ceeff 574e1cc6: rand_read_num 403 get_random_bytes(16): sig ffffffac 844ceeff 574e1cc6
[    4.592974] random 0068 0000 0000 844ceeff 574e1cc6: extract_entropy(.. 16 ..)
[    4.592977] random 0068 0000 0000 844ceeff 574e1cc6: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.592979] random 0068 0000 0000 844ceeff 574e1cc6: extract_entropy(.. 16 ..)
[    4.592982] random 0068 0000 0000 844ceeff 574e1cc6: trying to extract 128 bits from input
[    4.592984] random 0068 0000 0000 844ceeff 574e1cc6: debiting 0 entropy credits from input
[    4.592986] random 0068 0000 0000 844ceeff 574e1cc6: extract_entropy account returned: 0 
[    4.592989] random 0068 0000 0000 844ceeff 574e1cc6: urand_change_num 1217 xfer_secondary_pool(16): pool_sig ffffffac, data_sig 00000000, bytes_mixed 0 844ceeff 574e1cc6
[    4.592992] random 0068 0000 0000 844ceeff 574e1cc6: trying to extract 128 bits from nonblocking
[    4.592995] random 0068 0000 0000 844ceeff 574e1cc6: debiting 128 entropy credits from nonblocking (unlimited)
[    4.592997] random 0068 0000 0000 844ceeff 574e1cc6: extract_entropy account returned: 16 
[    4.593001] random 0068 0000 0000 844ceeff 574e1cc6: urand_change_num 1218 extract_buf: pool_sig ffffffac, data_sig 0000005e, bytes_mixed 20 844ceeff 574e1cc6
[    4.593006] random 0068 0000 0000 5e950894 23eafdfe: urand_change_num 1219 extract_buf: pool_sig 0000025f, data_sig fffffe2b, bytes_mixed 20 5e950894 23eafdfe
[    4.593614] random 0068 0000 0000 17a5b9a0 229f8da8: rand_read_num 404 get_random_bytes(16): sig fffffe34 17a5b9a0 229f8da8
[    4.593626] random 0068 0000 0000 17a5b9a0 229f8da8: extract_entropy(.. 16 ..)
[    4.593636] random 0068 0000 0000 17a5b9a0 229f8da8: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.593645] random 0068 0000 0000 17a5b9a0 229f8da8: extract_entropy(.. 16 ..)
[    4.593653] random 0068 0000 0000 17a5b9a0 229f8da8: trying to extract 128 bits from input
[    4.593660] random 0068 0000 0000 17a5b9a0 229f8da8: debiting 0 entropy credits from input
[    4.593666] random 0068 0000 0000 17a5b9a0 229f8da8: extract_entropy account returned: 0 
[    4.593671] random 0068 0000 0000 17a5b9a0 229f8da8: urand_change_num 1220 xfer_secondary_pool(16): pool_sig fffffe34, data_sig 00000000, bytes_mixed 0 17a5b9a0 229f8da8
[    4.593676] random 0068 0000 0000 17a5b9a0 229f8da8: trying to extract 128 bits from nonblocking
[    4.593680] random 0068 0000 0000 17a5b9a0 229f8da8: debiting 128 entropy credits from nonblocking (unlimited)
[    4.593684] random 0068 0000 0000 17a5b9a0 229f8da8: extract_entropy account returned: 16 
[    4.593687] random 0068 0000 0000 17a5b9a0 229f8da8: urand_change_num 1221 extract_buf: pool_sig fffffe34, data_sig 00000319, bytes_mixed 20 17a5b9a0 229f8da8
[    4.593690] random 0068 0000 0000 17a5b9a0 229f8da8: urand_change_num 1222 extract_buf: pool_sig fffffa25, data_sig ffffffc8, bytes_mixed 20 17a5b9a0 229f8da8
[    4.594296] random 0068 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.594301] random 0068 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 11731344466240266115, cycles: -6715399611764167216
[    4.594515] random 0068 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.594519] random 0068 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 11733591069143523203, cycles: -6713153008860910128
[    4.594997] random 0068 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.595001] random 0068 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 11738559251088334723, cycles: -6708184826916098608
[    4.595721] random 0068 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.595725] random 0068 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 11746017577761955715, cycles: -6700726500242477616
[    4.599648] random 0068 0000 0000 540ffde1 95657116: rand_read_num 405 get_random_bytes(16): sig fffffd17 540ffde1 95657116
[    4.599651] random 0068 0000 0000 540ffde1 95657116: extract_entropy(.. 16 ..)
[    4.599654] random 0068 0000 0000 540ffde1 95657116: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.599656] random 0068 0000 0000 540ffde1 95657116: extract_entropy(.. 16 ..)
[    4.599659] random 0068 0000 0000 540ffde1 95657116: trying to extract 128 bits from input
[    4.599661] random 0068 0000 0000 540ffde1 95657116: debiting 0 entropy credits from input
[    4.599663] random 0068 0000 0000 540ffde1 95657116: extract_entropy account returned: 0 
[    4.599666] random 0068 0000 0000 540ffde1 95657116: urand_change_num 1223 xfer_secondary_pool(16): pool_sig fffffd17, data_sig 00000000, bytes_mixed 0 540ffde1 95657116
[    4.599669] random 0068 0000 0000 540ffde1 95657116: trying to extract 128 bits from nonblocking
[    4.599671] random 0068 0000 0000 540ffde1 95657116: debiting 128 entropy credits from nonblocking (unlimited)
[    4.599673] random 0068 0000 0000 540ffde1 95657116: extract_entropy account returned: 16 
[    4.599677] random 0068 0000 0000 540ffde1 95657116: urand_change_num 1224 extract_buf: pool_sig fffffd17, data_sig ffffff91, bytes_mixed 20 540ffde1 95657116
[    4.599681] random 0068 0000 0000 540ffde1 95657116: urand_change_num 1225 extract_buf: pool_sig 000001cd, data_sig ffffffc8, bytes_mixed 20 540ffde1 95657116
[    4.600466] random 0068 0000 0000 17ac73d4 9fc43461: add_disk_randomness(8:0) 17ac73d4 9fc43461
[    4.600471] random 0068 0000 0000 17ac73d4 9fc43461: add_timer_randomness(.. 8388864) with jiffies: 11794893502431551364, cycles: -6651850575572881968
[    4.600920] random 0068 0000 0000 17ac73d4 9fc43461: add_disk_randomness(8:0) 17ac73d4 9fc43461
[    4.600924] random 0068 0000 0000 17ac73d4 9fc43461: add_timer_randomness(.. 8388864) with jiffies: 11799564176286736260, cycles: -6647179901717697072
[    4.600988] random 0068 0000 0000 17ac73d4 9fc43461: add_disk_randomness(8:0) 17ac73d4 9fc43461
[    4.600991] random 0068 0000 0000 17ac73d4 9fc43461: add_timer_randomness(.. 8388864) with jiffies: 11800258655318630276, cycles: -6646485422685803056
[    4.601050] random 0068 0000 0000 17ac73d4 9fc43461: add_disk_randomness(8:0) 17ac73d4 9fc43461
[    4.601053] random 0068 0000 0000 17ac73d4 9fc43461: add_timer_randomness(.. 8388864) with jiffies: 11800899563223441284, cycles: -6645844514780992048
[    4.601111] random 0068 0000 0000 17ac73d4 9fc43461: add_disk_randomness(8:0) 17ac73d4 9fc43461
[    4.601115] random 0068 0000 0000 17ac73d4 9fc43461: add_timer_randomness(.. 8388864) with jiffies: 11801530588408504196, cycles: -6645213489595929136
[    4.601173] random 0068 0000 0000 17ac73d4 9fc43461: add_disk_randomness(8:0) 17ac73d4 9fc43461
[    4.601177] random 0068 0000 0000 17ac73d4 9fc43461: add_timer_randomness(.. 8388864) with jiffies: 11802170242182864772, cycles: -6644573835821568560
[    4.601238] random 0068 0000 0000 17ac73d4 9fc43461: add_disk_randomness(8:0) 17ac73d4 9fc43461
[    4.601241] random 0068 0000 0000 17ac73d4 9fc43461: add_timer_randomness(.. 8388864) with jiffies: 11802834695098392452, cycles: -6643909382906040880
[    4.601315] random 0068 0000 0000 17ac73d4 9fc43461: add_disk_randomness(8:0) 17ac73d4 9fc43461
[    4.601318] random 0068 0000 0000 17ac73d4 9fc43461: add_timer_randomness(.. 8388864) with jiffies: 11803630518178602884, cycles: -6643113559825830448
[    4.601382] random 0068 0000 0000 17ac73d4 9fc43461: add_disk_randomness(8:0) 17ac73d4 9fc43461
[    4.601385] random 0068 0000 0000 17ac73d4 9fc43461: add_timer_randomness(.. 8388864) with jiffies: 11804318176802430852, cycles: -6642425901202002480
[    4.601447] random 0068 0000 0000 17ac73d4 9fc43461: add_disk_randomness(8:0) 17ac73d4 9fc43461
[    4.601450] random 0068 0000 0000 17ac73d4 9fc43461: add_timer_randomness(.. 8388864) with jiffies: 11804986048511926148, cycles: -6641758029492507184
[    4.601510] random 0068 0000 0000 17ac73d4 9fc43461: add_disk_randomness(8:0) 17ac73d4 9fc43461
[    4.601514] random 0068 0000 0000 17ac73d4 9fc43461: add_timer_randomness(.. 8388864) with jiffies: 11805640532808359812, cycles: -6641103545196073520
[    4.601573] random 0068 0000 0000 17ac73d4 9fc43461: add_disk_randomness(8:0) 17ac73d4 9fc43461
[    4.601577] random 0068 0000 0000 17ac73d4 9fc43461: add_timer_randomness(.. 8388864) with jiffies: 11806291959088078724, cycles: -6640452118916354608
[    4.601637] random 0068 0000 0000 17ac73d4 9fc43461: add_disk_randomness(8:0) 17ac73d4 9fc43461
[    4.601640] random 0068 0000 0000 17ac73d4 9fc43461: add_timer_randomness(.. 8388864) with jiffies: 11806947126284312452, cycles: -6639796951720120880
[    4.601734] random 0068 0000 0000 17ac73d4 9fc43461: add_disk_randomness(8:0) 17ac73d4 9fc43461
[    4.601738] random 0068 0000 0000 17ac73d4 9fc43461: add_timer_randomness(.. 8388864) with jiffies: 11807949880888844165, cycles: -6638794197115589168
[    4.601834] random 0068 0000 0000 17ac73d4 9fc43461: add_disk_randomness(8:0) 17ac73d4 9fc43461
[    4.601838] random 0068 0000 0000 17ac73d4 9fc43461: add_timer_randomness(.. 8388864) with jiffies: 11808980634385178501, cycles: -6637763443619254832
[    4.601899] random 0068 0000 0000 17ac73d4 9fc43461: add_disk_randomness(8:0) 17ac73d4 9fc43461
[    4.601902] random 0068 0000 0000 17ac73d4 9fc43461: add_timer_randomness(.. 8388864) with jiffies: 11809644906912079749, cycles: -6637099171092353584
[    4.601962] random 0068 0000 0000 17ac73d4 9fc43461: add_disk_randomness(8:0) 17ac73d4 9fc43461
[    4.601966] random 0068 0000 0000 17ac73d4 9fc43461: add_timer_randomness(.. 8388864) with jiffies: 11810300220137201541, cycles: -6636443857867231792
[    4.603764] random 0068 0000 0000 17ac73d4 9fc43461: rand_read_num 406 get_random_bytes(16): sig 00000314 17ac73d4 9fc43461
[    4.603767] random 0068 0000 0000 17ac73d4 9fc43461: extract_entropy(.. 16 ..)
[    4.603770] random 0068 0000 0000 17ac73d4 9fc43461: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.603772] random 0068 0000 0000 17ac73d4 9fc43461: extract_entropy(.. 16 ..)
[    4.603774] random 0068 0000 0000 17ac73d4 9fc43461: trying to extract 128 bits from input
[    4.603776] random 0068 0000 0000 17ac73d4 9fc43461: debiting 0 entropy credits from input
[    4.603778] random 0068 0000 0000 17ac73d4 9fc43461: extract_entropy account returned: 0 
[    4.603781] random 0068 0000 0000 17ac73d4 9fc43461: urand_change_num 1226 xfer_secondary_pool(16): pool_sig 00000314, data_sig 00000000, bytes_mixed 0 17ac73d4 9fc43461
[    4.603784] random 0068 0000 0000 17ac73d4 9fc43461: trying to extract 128 bits from nonblocking
[    4.603787] random 0068 0000 0000 17ac73d4 9fc43461: debiting 128 entropy credits from nonblocking (unlimited)
[    4.603789] random 0068 0000 0000 17ac73d4 9fc43461: extract_entropy account returned: 16 
[    4.603792] random 0068 0000 0000 17ac73d4 9fc43461: urand_change_num 1227 extract_buf: pool_sig 00000314, data_sig ffffffdf, bytes_mixed 20 17ac73d4 9fc43461
[    4.603797] random 0068 0000 0000 9fb530b4 6f08610f: urand_change_num 1228 extract_buf: pool_sig 00000511, data_sig 0000005e, bytes_mixed 20 9fb530b4 6f08610f
[    4.605209] random 0068 0000 0000 9fb530b4 6f08610f: rand_read_num 407 get_random_bytes(16): sig 000009b9 9fb530b4 6f08610f
[    4.605211] random 0068 0000 0000 9fb530b4 6f08610f: extract_entropy(.. 16 ..)
[    4.605214] random 0068 0000 0000 9fb530b4 6f08610f: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.605216] random 0068 0000 0000 9fb530b4 6f08610f: extract_entropy(.. 16 ..)
[    4.605218] random 0068 0000 0000 9fb530b4 6f08610f: trying to extract 128 bits from input
[    4.605220] random 0068 0000 0000 9fb530b4 6f08610f: debiting 0 entropy credits from input
[    4.605222] random 0068 0000 0000 9fb530b4 6f08610f: extract_entropy account returned: 0 
[    4.605225] random 0068 0000 0000 9fb530b4 6f08610f: urand_change_num 1229 xfer_secondary_pool(16): pool_sig 000009b9, data_sig 00000000, bytes_mixed 0 9fb530b4 6f08610f
[    4.605228] random 0068 0000 0000 9fb530b4 6f08610f: trying to extract 128 bits from nonblocking
[    4.605230] random 0068 0000 0000 9fb530b4 6f08610f: debiting 128 entropy credits from nonblocking (unlimited)
[    4.605232] random 0068 0000 0000 9fb530b4 6f08610f: extract_entropy account returned: 16 
[    4.605236] random 0068 0000 0000 9fb530b4 6f08610f: urand_change_num 1230 extract_buf: pool_sig 000009b9, data_sig ffffffe1, bytes_mixed 20 9fb530b4 6f08610f
[    4.605240] random 0068 0000 0000 62e14c8d a5c16170: urand_change_num 1231 extract_buf: pool_sig 0000022c, data_sig 00000217, bytes_mixed 20 62e14c8d a5c16170
[    4.606444] usbcore: registered new interface driver hiddev
[    4.608544] random 0068 0000 0000 76082808 dd2df57c: add_disk_randomness(11:0) 76082808 dd2df57c
[    4.608549] random 0068 0000 0000 76082808 dd2df57c: add_timer_randomness(.. 11534592) with jiffies: 11878095553055088518, cycles: -6568648524949344816
[    4.608552] random 0068 0000 0000 76082808 dd2df57c: added 3 entropy credits to input
[    4.608892] random 0071 0000 0000 76082808 dd2df57c: rand_read_num 408 get_random_bytes(16): sig fffffe3f 76082808 dd2df57c
[    4.608895] random 0071 0000 0000 76082808 dd2df57c: extract_entropy(.. 16 ..)
[    4.608898] random 0071 0000 0000 76082808 dd2df57c: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.608901] random 0071 0000 0000 76082808 dd2df57c: extract_entropy(.. 16 ..)
[    4.608903] random 0071 0000 0000 76082808 dd2df57c: trying to extract 128 bits from input
[    4.608905] random 0071 0000 0000 76082808 dd2df57c: debiting 0 entropy credits from input
[    4.608907] random 0071 0000 0000 76082808 dd2df57c: extract_entropy account returned: 0 
[    4.608910] random 0071 0000 0000 76082808 dd2df57c: urand_change_num 1232 xfer_secondary_pool(16): pool_sig fffffe3f, data_sig 00000000, bytes_mixed 0 76082808 dd2df57c
[    4.608913] random 0071 0000 0000 76082808 dd2df57c: trying to extract 128 bits from nonblocking
[    4.608916] random 0071 0000 0000 76082808 dd2df57c: debiting 128 entropy credits from nonblocking (unlimited)
[    4.608918] random 0071 0000 0000 76082808 dd2df57c: extract_entropy account returned: 16 
[    4.608922] random 0071 0000 0000 76082808 dd2df57c: urand_change_num 1233 extract_buf: pool_sig fffffe3f, data_sig 00000001, bytes_mixed 20 76082808 dd2df57c
[    4.608927] random 0071 0000 0000 76082808 dd2df57c: urand_change_num 1234 extract_buf: pool_sig 00000168, data_sig 0000016c, bytes_mixed 20 76082808 dd2df57c
[    4.610575] RANDOM get_random_int call with cycles 50374146892136, jiffies 4294893447 and pid 1
[    4.610889] random 0071 0000 0000 d6ffa49c d5a4870f: add_disk_randomness(8:0) d6ffa49c d5a4870f
[    4.610894] random 0071 0000 0000 d6ffa49c d5a4870f: add_timer_randomness(.. 8388864) with jiffies: 11902247786248068999, cycles: -6544496291756364336
[    4.610897] random 0071 0000 0000 d6ffa49c d5a4870f: added 1 entropy credits to input
[    4.611528] random 0072 0000 0000 d6ffa49c d5a4870f: add_disk_randomness(8:0) d6ffa49c d5a4870f
[    4.611532] random 0072 0000 0000 d6ffa49c d5a4870f: add_timer_randomness(.. 8388864) with jiffies: 11908826061237837703, cycles: -6537918016766595632
[    4.612178] random 0072 0000 0000 d6ffa49c d5a4870f: add_disk_randomness(8:0) d6ffa49c d5a4870f
[    4.612183] random 0072 0000 0000 d6ffa49c d5a4870f: add_timer_randomness(.. 8388864) with jiffies: 11915527326911094663, cycles: -6531216751093338672
[    4.612559] random 0072 0000 0000 d6ffa49c d5a4870f: add_disk_randomness(8:0) d6ffa49c d5a4870f
[    4.612563] random 0072 0000 0000 d6ffa49c d5a4870f: add_timer_randomness(.. 8388864) with jiffies: 11919444246890733447, cycles: -6527299831113699888
[    4.612615] random 0072 0000 0000 d6ffa49c d5a4870f: add_disk_randomness(8:0) d6ffa49c d5a4870f
[    4.612628] random 0072 0000 0000 d6ffa49c d5a4870f: add_timer_randomness(.. 8388864) with jiffies: 11920117276855951239, cycles: -6526626801148482096
[    4.612634] random 0072 0000 0000 d6ffa49c d5a4870f: add_disk_randomness(8:0) d6ffa49c d5a4870f
[    4.612637] random 0072 0000 0000 d6ffa49c d5a4870f: add_timer_randomness(.. 8388864) with jiffies: 11920210434696601479, cycles: -6526533643307831856
[    4.612846] random 0072 0000 0000 d6ffa49c d5a4870f: add_disk_randomness(8:0) d6ffa49c d5a4870f
[    4.612850] random 0072 0000 0000 d6ffa49c d5a4870f: add_timer_randomness(.. 8388864) with jiffies: 11922400558779916167, cycles: -6524343519224517168
[    4.613719] random 0072 0000 0000 d6ffa49c d5a4870f: add_disk_randomness(8:0) d6ffa49c d5a4870f
[    4.613723] random 0072 0000 0000 d6ffa49c d5a4870f: add_timer_randomness(.. 8388864) with jiffies: 11931391381324357512, cycles: -6515352696680075824
[    4.614858] random 0072 0000 0000 d6ffa49c d5a4870f: rand_read_num 409 get_random_bytes(16): sig fffffc41 d6ffa49c d5a4870f
[    4.614861] random 0072 0000 0000 d6ffa49c d5a4870f: extract_entropy(.. 16 ..)
[    4.614864] random 0072 0000 0000 d6ffa49c d5a4870f: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.614867] random 0072 0000 0000 d6ffa49c d5a4870f: extract_entropy(.. 16 ..)
[    4.614869] random 0072 0000 0000 d6ffa49c d5a4870f: trying to extract 128 bits from input
[    4.614872] random 0072 0000 0000 d6ffa49c d5a4870f: debiting 0 entropy credits from input
[    4.614874] random 0072 0000 0000 d6ffa49c d5a4870f: extract_entropy account returned: 0 
[    4.614877] random 0072 0000 0000 d6ffa49c d5a4870f: urand_change_num 1235 xfer_secondary_pool(16): pool_sig fffffc41, data_sig 00000000, bytes_mixed 0 d6ffa49c d5a4870f
[    4.614880] random 0072 0000 0000 d6ffa49c d5a4870f: trying to extract 128 bits from nonblocking
[    4.614883] random 0072 0000 0000 d6ffa49c d5a4870f: debiting 128 entropy credits from nonblocking (unlimited)
[    4.614885] random 0072 0000 0000 d6ffa49c d5a4870f: extract_entropy account returned: 16 
[    4.614889] random 0072 0000 0000 d6ffa49c d5a4870f: urand_change_num 1236 extract_buf: pool_sig fffffc41, data_sig ffffff80, bytes_mixed 20 d6ffa49c d5a4870f
[    4.614893] random 0072 0000 0000 d6ffa49c d5a4870f: urand_change_num 1237 extract_buf: pool_sig fffffc99, data_sig ffffff7a, bytes_mixed 20 d6ffa49c d5a4870f
[    4.615387] random 0072 0000 0000 f654974f 301ecc86: add_disk_randomness(8:0) f654974f 301ecc86
[    4.615392] random 0072 0000 0000 f654974f 301ecc86: add_timer_randomness(.. 8388864) with jiffies: 11948578221240278920, cycles: -6498165856764154416
[    4.616379] random 0072 0000 0000 f654974f 301ecc86: add_disk_randomness(8:0) f654974f 301ecc86
[    4.616386] random 0072 0000 0000 f654974f 301ecc86: add_timer_randomness(.. 8388864) with jiffies: 11958802485377687432, cycles: -6487941592626745904
[    4.616633] random 0072 0000 0000 f654974f 301ecc86: add_disk_randomness(8:0) f654974f 301ecc86
[    4.616637] random 0072 0000 0000 f654974f 301ecc86: add_timer_randomness(.. 8388864) with jiffies: 11961405317163442056, cycles: -6485338760840991280
[    4.616839] random 0072 0000 0000 f654974f 301ecc86: add_disk_randomness(8:0) f654974f 301ecc86
[    4.616844] random 0072 0000 0000 f654974f 301ecc86: add_timer_randomness(.. 8388864) with jiffies: 11963532618760118152, cycles: -6483211459244315184
[    4.617666] random 0072 0000 0000 f654974f 301ecc86: add_disk_randomness(8:0) f654974f 301ecc86
[    4.617668] random 0072 0000 0000 f654974f 301ecc86: add_timer_randomness(.. 8388864) with jiffies: 11972034463572877192, cycles: -6474709614431556144
[    4.617756] random 0072 0000 0000 f654974f 301ecc86: add_disk_randomness(8:0) f654974f 301ecc86
[    4.617760] random 0072 0000 0000 f654974f 301ecc86: add_timer_randomness(.. 8388864) with jiffies: 11972975082885537673, cycles: -6473768995118895664
[    4.618049] random 0072 0000 0000 f654974f 301ecc86: add_disk_randomness(8:0) f654974f 301ecc86
[    4.618053] random 0072 0000 0000 f654974f 301ecc86: add_timer_randomness(.. 8388864) with jiffies: 11975991747655163785, cycles: -6470752330349269552
[    4.619125] random 0072 0000 0000 f654974f 301ecc86: add_disk_randomness(8:0) f654974f 301ecc86
[    4.619130] random 0072 0000 0000 f654974f 301ecc86: add_timer_randomness(.. 8388864) with jiffies: 11987076731828625289, cycles: -6459667346175808048
[    4.621650] random 0072 0000 0000 f654974f 301ecc86: rand_read_num 410 get_random_bytes(16): sig fffffca5 f654974f 301ecc86
[    4.621653] random 0072 0000 0000 f654974f 301ecc86: extract_entropy(.. 16 ..)
[    4.621655] random 0072 0000 0000 f654974f 301ecc86: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.621656] random 0072 0000 0000 f654974f 301ecc86: extract_entropy(.. 16 ..)
[    4.621658] random 0072 0000 0000 f654974f 301ecc86: trying to extract 128 bits from input
[    4.621659] random 0072 0000 0000 f654974f 301ecc86: debiting 0 entropy credits from input
[    4.621660] random 0072 0000 0000 f654974f 301ecc86: extract_entropy account returned: 0 
[    4.621661] random 0072 0000 0000 f654974f 301ecc86: urand_change_num 1238 xfer_secondary_pool(16): pool_sig fffffca5, data_sig 00000000, bytes_mixed 0 f654974f 301ecc86
[    4.621662] random 0072 0000 0000 f654974f 301ecc86: trying to extract 128 bits from nonblocking
[    4.621663] random 0072 0000 0000 f654974f 301ecc86: debiting 128 entropy credits from nonblocking (unlimited)
[    4.621663] random 0072 0000 0000 f654974f 301ecc86: extract_entropy account returned: 16 
[    4.621664] random 0072 0000 0000 f654974f 301ecc86: urand_change_num 1239 extract_buf: pool_sig fffffca5, data_sig 00000295, bytes_mixed 20 f654974f 301ecc86
[    4.621664] random 0072 0000 0000 1bce3ff1 2562e7ee: urand_change_num 1240 extract_buf: pool_sig ffffff0c, data_sig ffffff99, bytes_mixed 20 1bce3ff1 2562e7ee
[    4.621800] random 0072 0000 0000 1bce3ff1 2562e7ee: add_disk_randomness(8:0) 1bce3ff1 2562e7ee
[    4.621804] random 0072 0000 0000 1bce3ff1 2562e7ee: add_timer_randomness(.. 8388864) with jiffies: 12014620782299635594, cycles: -6432123295704797744
[    4.625754] random 0072 0000 0000 1bce3ff1 2562e7ee: add_disk_randomness(8:0) 1bce3ff1 2562e7ee
[    4.625759] random 0072 0000 0000 1bce3ff1 2562e7ee: add_timer_randomness(.. 8388864) with jiffies: 12055354973689405323, cycles: -6391389104315028016
