>[    3.956380] random 0033 0000 0000 cadf44cd e6e5b548: add_disk_randomness(8:0) cadf44cd e6e5b548
[    5.311070] random 0078 0000 0000 f7fd3e05 2bd3f61a: extract_entropy account returned: 0 
[    5.311075] random 0078 0000 0000 f7fd3e05 2bd3f61a: urand_change_num 1199 xfer_secondary_pool(16): pool_sig fffffe03, data_sig 00000000, bytes_mixed 0 f7fd3e05 2bd3f61a
[    5.311080] random 0078 0000 0000 f7fd3e05 2bd3f61a: trying to extract 128 bits from nonblocking
[    5.311083] random 0078 0000 0000 f7fd3e05 2bd3f61a: debiting 128 entropy credits from nonblocking (unlimited)
[    5.311087] random 0078 0000 0000 f7fd3e05 2bd3f61a: extract_entropy account returned: 16 
[    5.311093] random 0078 0000 0000 f7fd3e05 2bd3f61a: urand_change_num 1200 extract_buf: pool_sig fffffe03, data_sig 000002ad, bytes_mixed 20 f7fd3e05 2bd3f61a
[    5.311100] random 0078 0000 0000 f7fd3e05 2bd3f61a: urand_change_num 1201 extract_buf: pool_sig fffffa42, data_sig 0000015a, bytes_mixed 20 f7fd3e05 2bd3f61a
[    5.312007] random 0078 0000 0000 d486a45d 90ba57d9: add_disk_randomness(8:0) d486a45d 90ba57d9
[    5.312015] random 0078 0000 0000 d486a45d 90ba57d9: add_timer_randomness(.. 8388864) with jiffies: 11189696275001827382, cycles: -7257047803002612381
[    5.318560] random 0078 0000 0000 d486a45d 90ba57d9: add_disk_randomness(8:0) d486a45d 90ba57d9
[    5.318566] random 0078 0000 0000 d486a45d 90ba57d9: add_timer_randomness(.. 8388864) with jiffies: 11257180424654217272, cycles: -7189563653350222493
[    5.318569] random 0078 0000 0000 d486a45d 90ba57d9: added 1 entropy credits to input
[    5.320498] random 0079 0000 0000 d486a45d 90ba57d9: add_disk_randomness(8:0) d486a45d 90ba57d9
[    5.320503] random 0079 0000 0000 d486a45d 90ba57d9: add_timer_randomness(.. 8388864) with jiffies: 11277135787604238392, cycles: -7169608290400201373
[    5.321258] random 0079 0000 0000 d486a45d 90ba57d9: rand_read_num 398 get_random_bytes(16): sig fffffb8a d486a45d 90ba57d9
[    5.321258] random 0079 0000 0000 d486a45d 90ba57d9: extract_entropy(.. 16 ..)
[    5.321258] random 0079 0000 0000 d486a45d 90ba57d9: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.321258] random 0079 0000 0000 d486a45d 90ba57d9: extract_entropy(.. 16 ..)
[    5.321258] random 0079 0000 0000 d486a45d 90ba57d9: trying to extract 128 bits from input
[    5.321258] random 0079 0000 0000 d486a45d 90ba57d9: debiting 0 entropy credits from input
[    5.321258] random 0079 0000 0000 d486a45d 90ba57d9: extract_entropy account returned: 0 
[    5.321258] random 0079 0000 0000 d486a45d 90ba57d9: urand_change_num 1202 xfer_secondary_pool(16): pool_sig fffffb8a, data_sig 00000000, bytes_mixed 0 d486a45d 90ba57d9
[    5.321258] random 0079 0000 0000 d486a45d 90ba57d9: trying to extract 128 bits from nonblocking
[    5.321258] random 0079 0000 0000 d486a45d 90ba57d9: debiting 128 entropy credits from nonblocking (unlimited)
[    5.321258] random 0079 0000 0000 d486a45d 90ba57d9: extract_entropy account returned: 16 
[    5.321258] random 0079 0000 0000 d486a45d 90ba57d9: urand_change_num 1203 extract_buf: pool_sig fffffb8a, data_sig ffffff9a, bytes_mixed 20 d486a45d 90ba57d9
[    5.321258] random 0079 0000 0000 95960c6b f1cdd798: urand_change_num 1204 extract_buf: pool_sig fffffe99, data_sig ffffffdd, bytes_mixed 20 95960c6b f1cdd798
[    5.321315] random 0079 0000 0000 95960c6b f1cdd798: add_disk_randomness(8:0) 95960c6b f1cdd798
[    5.321319] random 0079 0000 0000 95960c6b f1cdd798: add_timer_randomness(.. 8388864) with jiffies: 11285542614855508025, cycles: -7161201463148931741
[    5.321506] random 0079 0000 0000 95960c6b f1cdd798: add_disk_randomness(8:0) 95960c6b f1cdd798
[    5.321511] random 0079 0000 0000 95960c6b f1cdd798: add_timer_randomness(.. 8388864) with jiffies: 11287511917490266169, cycles: -7159232160514173597
[    5.321523] random 0079 0000 0000 95960c6b f1cdd798: add_disk_randomness(8:0) 95960c6b f1cdd798
[    5.321527] random 0079 0000 0000 95960c6b f1cdd798: add_timer_randomness(.. 8388864) with jiffies: 11287689278164754489, cycles: -7159054799839685277
[    5.322710] random 0079 0000 0000 95960c6b f1cdd798: add_disk_randomness(8:0) 95960c6b f1cdd798
[    5.322716] random 0079 0000 0000 95960c6b f1cdd798: add_timer_randomness(.. 8388864) with jiffies: 11299926816812097593, cycles: -7146817261192342173
[    5.322857] random 0079 0000 0000 95960c6b f1cdd798: add_disk_randomness(8:0) 95960c6b f1cdd798
[    5.322862] random 0079 0000 0000 95960c6b f1cdd798: add_timer_randomness(.. 8388864) with jiffies: 11301435174966714425, cycles: -7145308903037725341
[    5.324149] random 0079 0000 0000 95960c6b f1cdd798: add_disk_randomness(8:0) 95960c6b f1cdd798
[    5.324154] random 0079 0000 0000 95960c6b f1cdd798: add_timer_randomness(.. 8388864) with jiffies: 11314743320111931449, cycles: -7132000757892508317
[    5.324998] random 0079 0000 0000 95960c6b f1cdd798: add_disk_randomness(8:0) 95960c6b f1cdd798
[    5.325002] random 0079 0000 0000 95960c6b f1cdd798: add_timer_randomness(.. 8388864) with jiffies: 11323480881319829561, cycles: -7123263196684610205
[    5.325311] random 0079 0000 0000 95960c6b f1cdd798: add_disk_randomness(8:0) 95960c6b f1cdd798
[    5.325315] random 0079 0000 0000 95960c6b f1cdd798: add_timer_randomness(.. 8388864) with jiffies: 11326706375989321786, cycles: -7120037702015117981
[    5.331419] random 0079 0000 0000 95960c6b f1cdd798: add_disk_randomness(8:0) 95960c6b f1cdd798
[    5.331424] random 0079 0000 0000 95960c6b f1cdd798: add_timer_randomness(.. 8388864) with jiffies: 11389622226626994235, cycles: -7057121851377445533
[    5.333147] random 0079 0000 0000 95960c6b f1cdd798: add_disk_randomness(11:0) 95960c6b f1cdd798
[    5.333152] random 0079 0000 0000 95960c6b f1cdd798: add_timer_randomness(.. 11534592) with jiffies: 11407423337060556859, cycles: -7039320740943882909
[    5.333156] random 0079 0000 0000 95960c6b f1cdd798: added 3 entropy credits to input
[    5.333367] random 0082 0000 0000 95960c6b f1cdd798: add_disk_randomness(8:0) 95960c6b f1cdd798
[    5.333372] random 0082 0000 0000 95960c6b f1cdd798: add_timer_randomness(.. 8388864) with jiffies: 11409684577212358716, cycles: -7037059500792081053
[    5.338214] random 0082 0000 0000 95960c6b f1cdd798: add_disk_randomness(8:0) 95960c6b f1cdd798
[    5.338219] random 0082 0000 0000 95960c6b f1cdd798: add_timer_randomness(.. 8388864) with jiffies: 11459609182571782205, cycles: -6987134895432657565
[    5.338349] random 0082 0000 0000 95960c6b f1cdd798: add_disk_randomness(8:0) 95960c6b f1cdd798
[    5.338354] random 0082 0000 0000 95960c6b f1cdd798: add_timer_randomness(.. 8388864) with jiffies: 11461003058373124157, cycles: -6985741019631315613
[    5.338880] random 0082 0000 0000 95960c6b f1cdd798: add_disk_randomness(8:0) 95960c6b f1cdd798
[    5.338886] random 0082 0000 0000 95960c6b f1cdd798: add_timer_randomness(.. 8388864) with jiffies: 11466476938357301309, cycles: -6980267139647138461
[    5.338895] random 0082 0000 0000 95960c6b f1cdd798: rand_read_num 399 get_random_bytes(16): sig fffffb24 95960c6b f1cdd798
[    5.338898] random 0082 0000 0000 95960c6b f1cdd798: extract_entropy(.. 16 ..)
[    5.338901] random 0082 0000 0000 95960c6b f1cdd798: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.338904] random 0082 0000 0000 95960c6b f1cdd798: extract_entropy(.. 16 ..)
[    5.338906] random 0082 0000 0000 95960c6b f1cdd798: trying to extract 128 bits from input
[    5.338908] random 0082 0000 0000 95960c6b f1cdd798: debiting 0 entropy credits from input
[    5.338919] random 0082 0000 0000 95960c6b f1cdd798: extract_entropy account returned: 0 
[    5.338923] random 0082 0000 0000 95960c6b f1cdd798: urand_change_num 1205 xfer_secondary_pool(16): pool_sig fffffb24, data_sig 00000000, bytes_mixed 0 95960c6b f1cdd798
[    5.338925] random 0082 0000 0000 95960c6b f1cdd798: trying to extract 128 bits from nonblocking
[    5.338928] random 0082 0000 0000 95960c6b f1cdd798: debiting 128 entropy credits from nonblocking (unlimited)
[    5.338930] random 0082 0000 0000 95960c6b f1cdd798: extract_entropy account returned: 16 
[    5.338933] random 0082 0000 0000 95960c6b f1cdd798: urand_change_num 1206 extract_buf: pool_sig fffffb24, data_sig fffffe81, bytes_mixed 20 95960c6b f1cdd798
[    5.338938] random 0082 0000 0000 d78cc38d c331624c: urand_change_num 1207 extract_buf: pool_sig 0000006d, data_sig fffffcbf, bytes_mixed 20 d78cc38d c331624c
[    5.339694] random 0082 0000 0000 08687abe 13688964: add_disk_randomness(8:0) 08687abe 13688964
[    5.339698] random 0082 0000 0000 08687abe 13688964: add_timer_randomness(.. 8388864) with jiffies: 11474850320698236989, cycles: -6971893757306202781
[    5.340149] random 0082 0000 0000 08687abe 13688964: add_disk_randomness(11:0) 08687abe 13688964
[    5.340153] random 0082 0000 0000 08687abe 13688964: add_timer_randomness(.. 11534592) with jiffies: 11479539329768808509, cycles: -6967204748235631261
[    5.340156] random 0082 0000 0000 08687abe 13688964: added 1 entropy credits to input
[    5.340180] usbcore: registered new interface driver hiddev
[    5.340289] random 0083 0000 0000 08687abe 13688964: add_disk_randomness(8:0) 08687abe 13688964
[    5.340292] random 0083 0000 0000 08687abe 13688964: add_timer_randomness(.. 8388864) with jiffies: 11480971705656991805, cycles: -6965772372347447965
[    5.340573] random 0083 0000 0000 08687abe 13688964: add_disk_randomness(11:0) 08687abe 13688964
[    5.340580] random 0083 0000 0000 08687abe 13688964: add_timer_randomness(.. 11534592) with jiffies: 11483918654517469245, cycles: -6962825423486970525
[    5.340639] random 0083 0000 0000 08687abe 13688964: add_disk_randomness(8:0) 08687abe 13688964
[    5.340645] random 0083 0000 0000 08687abe 13688964: add_timer_randomness(.. 8388864) with jiffies: 11484595751816716349, cycles: -6962148326187723421
[    5.341182] random 0083 0000 0000 08687abe 13688964: add_disk_randomness(8:0) 08687abe 13688964
[    5.341186] random 0083 0000 0000 08687abe 13688964: add_timer_randomness(.. 8388864) with jiffies: 11490175077542977597, cycles: -6956569000461462173
[    5.341381] random 0083 0000 0000 08687abe 13688964: add_disk_randomness(11:0) 08687abe 13688964
[    5.341385] random 0083 0000 0000 08687abe 13688964: add_timer_randomness(.. 11534592) with jiffies: 11492225928721784894, cycles: -6954518149282654877
[    5.341896] random 0083 0000 0000 08687abe 13688964: add_disk_randomness(8:0) 08687abe 13688964
[    5.341900] random 0083 0000 0000 08687abe 13688964: add_timer_randomness(.. 8388864) with jiffies: 11497526803128311870, cycles: -6949217274876127901
[    5.342681] random 0083 0000 0000 08687abe 13688964: add_disk_randomness(11:0) 08687abe 13688964
[    5.342686] random 0083 0000 0000 08687abe 13688964: add_timer_randomness(.. 11534592) with jiffies: 11505618779212013630, cycles: -6941125298792426141
[    5.343461] random 0083 0000 0000 08687abe 13688964: add_disk_randomness(11:0) 08687abe 13688964
[    5.343465] random 0083 0000 0000 08687abe 13688964: add_timer_randomness(.. 11534592) with jiffies: 11513645080950792254, cycles: -6933098997053647517
[    5.343607] random 0083 0000 0000 08687abe 13688964: rand_read_num 400 get_random_bytes(16): sig 00000097 08687abe 13688964
[    5.343609] random 0083 0000 0000 08687abe 13688964: extract_entropy(.. 16 ..)
[    5.343612] random 0083 0000 0000 08687abe 13688964: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.343615] random 0083 0000 0000 08687abe 13688964: extract_entropy(.. 16 ..)
[    5.343617] random 0083 0000 0000 08687abe 13688964: trying to extract 128 bits from input
[    5.343620] random 0083 0000 0000 08687abe 13688964: debiting 0 entropy credits from input
[    5.343622] random 0083 0000 0000 08687abe 13688964: extract_entropy account returned: 0 
[    5.343625] random 0083 0000 0000 08687abe 13688964: urand_change_num 1208 xfer_secondary_pool(16): pool_sig 00000097, data_sig 00000000, bytes_mixed 0 08687abe 13688964
[    5.343628] random 0083 0000 0000 08687abe 13688964: trying to extract 128 bits from nonblocking
[    5.343630] random 0083 0000 0000 08687abe 13688964: debiting 128 entropy credits from nonblocking (unlimited)
[    5.343633] random 0083 0000 0000 08687abe 13688964: extract_entropy account returned: 16 
[    5.343637] random 0083 0000 0000 08687abe 13688964: urand_change_num 1209 extract_buf: pool_sig 00000097, data_sig 0000011f, bytes_mixed 20 08687abe 13688964
[    5.343641] random 0083 0000 0000 08687abe 13688964: urand_change_num 1210 extract_buf: pool_sig 000000a9, data_sig 00000105, bytes_mixed 20 08687abe 13688964
[    5.345514] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(11:0) 00e1dc9b edf4c928
[    5.345519] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 11534592) with jiffies: 11534802446333173823, cycles: -6911941631671265949
[    5.347441] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(11:0) 00e1dc9b edf4c928
[    5.347446] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 11534592) with jiffies: 11554645478708535359, cycles: -6892098599295904413
[    5.349793] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.349799] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11578876610450743360, cycles: -6867867467553696413
[    5.349876] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.349880] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11579719656696373312, cycles: -6867024421308066461
[    5.349928] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.349931] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11580255024369819712, cycles: -6866489053634620061
[    5.349976] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.349979] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11580749946336239680, cycles: -6865994131668200093
[    5.350044] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.350048] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11581455407599509568, cycles: -6865288670404930205
[    5.350112] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.350117] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11582158691314360384, cycles: -6864585386690079389
[    5.350184] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.350189] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11582902974787018816, cycles: -6863841103217420957
[    5.350278] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.350281] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11583858184103583808, cycles: -6862885893900855965
[    5.350334] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.350337] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11584435311744049216, cycles: -6862308766260390557
[    5.350387] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.350390] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11584983371045855296, cycles: -6861760706958584477
[    5.350440] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.350444] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11585530489749823552, cycles: -6861213588254616221
[    5.350493] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.350496] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11586073124507934784, cycles: -6860670953496504989
[    5.350545] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.350549] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11586611417054109760, cycles: -6860132660950330013
[    5.350599] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.350602] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11587162929509621824, cycles: -6859581148494817949
[    5.350651] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.350654] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11587702974402453568, cycles: -6859041103601986205
[    5.350703] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.350707] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11588240158847066176, cycles: -6858503919157373597
[    5.350755] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.350758] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11588773890137972800, cycles: -6857970187866466973
[    5.350807] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.350810] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11589309257811419200, cycles: -6857434820193020573
[    5.350861] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.350865] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11589869145453158464, cycles: -6856874932551281309
[    5.350913] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.350917] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11590405750077186112, cycles: -6856338327927253661
[    5.350981] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.350985] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11591102501146779712, cycles: -6855641576857660061
[    5.351155] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.351160] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11592898334347419712, cycles: -6853845743657020061
[    5.351234] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.351239] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11593714141910458432, cycles: -6853029936093981341
[    5.351309] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.351315] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11594495624094867520, cycles: -6852248453909572253
[    5.351385] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.351389] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11595264878507384896, cycles: -6851479199497054877
[    5.351443] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.351447] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11595862042170286144, cycles: -6850882035834153629
[    5.351498] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.351502] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11596426619916312640, cycles: -6850317458088127133
[    5.351574] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.351580] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11597216760754790464, cycles: -6849527317249649309
[    5.351653] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.351658] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11598034101621153856, cycles: -6848709976383285917
[    5.351741] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.351746] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11598938776352514112, cycles: -6847805301651925661
[    5.352098] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    5.352104] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 11602622105945825344, cycles: -6844121972058614429
[    5.352281] random 0083 0000 0000 00e1dc9b edf4c928: add_disk_randomness(11:0) 00e1dc9b edf4c928
[    5.352286] random 0083 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 11534592) with jiffies: 11604497658034446400, cycles: -6842246419969993373
[    5.352337] random 0083 0000 0000 00e1dc9b edf4c928: rand_read_num 401 get_random_bytes(16): sig 0000010d 00e1dc9b edf4c928
[    5.352341] random 0083 0000 0000 00e1dc9b edf4c928: extract_entropy(.. 16 ..)
[    5.352346] random 0083 0000 0000 00e1dc9b edf4c928: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.352349] random 0083 0000 0000 00e1dc9b edf4c928: extract_entropy(.. 16 ..)
[    5.352353] random 0083 0000 0000 00e1dc9b edf4c928: trying to extract 128 bits from input
[    5.352357] random 0083 0000 0000 00e1dc9b edf4c928: debiting 0 entropy credits from input
[    5.352361] random 0083 0000 0000 00e1dc9b edf4c928: extract_entropy account returned: 0 
[    5.352366] random 0083 0000 0000 00e1dc9b edf4c928: urand_change_num 1211 xfer_secondary_pool(16): pool_sig 0000010d, data_sig 00000000, bytes_mixed 0 00e1dc9b edf4c928
[    5.352370] random 0083 0000 0000 00e1dc9b edf4c928: trying to extract 128 bits from nonblocking
[    5.352374] random 0083 0000 0000 00e1dc9b edf4c928: debiting 128 entropy credits from nonblocking (unlimited)
[    5.352378] random 0083 0000 0000 00e1dc9b edf4c928: extract_entropy account returned: 16 
[    5.352384] random 0083 0000 0000 00e1dc9b edf4c928: urand_change_num 1212 extract_buf: pool_sig 0000010d, data_sig 00000112, bytes_mixed 20 00e1dc9b edf4c928
[    5.352391] random 0083 0000 0000 00e1dc9b edf4c928: urand_change_num 1213 extract_buf: pool_sig 0000022f, data_sig fffffefb, bytes_mixed 20 00e1dc9b edf4c928
[    5.353463] random 0083 0000 0000 97f89c82 60f15be2: add_disk_randomness(11:0) 97f89c82 60f15be2
[    5.353468] random 0083 0000 0000 97f89c82 60f15be2: add_timer_randomness(.. 11534592) with jiffies: 11616674410009649217, cycles: -6830069667994790557
[    5.353533] random 0083 0000 0000 97f89c82 60f15be2: rand_read_num 402 get_random_bytes(16): sig fffffe73 97f89c82 60f15be2
[    5.353536] random 0083 0000 0000 97f89c82 60f15be2: extract_entropy(.. 16 ..)
[    5.353539] random 0083 0000 0000 97f89c82 60f15be2: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.353541] random 0083 0000 0000 97f89c82 60f15be2: extract_entropy(.. 16 ..)
[    5.353544] random 0083 0000 0000 97f89c82 60f15be2: trying to extract 128 bits from input
[    5.353546] random 0083 0000 0000 97f89c82 60f15be2: debiting 0 entropy credits from input
[    5.353548] random 0083 0000 0000 97f89c82 60f15be2: extract_entropy account returned: 0 
[    5.353551] random 0083 0000 0000 97f89c82 60f15be2: urand_change_num 1214 xfer_secondary_pool(16): pool_sig fffffe73, data_sig 00000000, bytes_mixed 0 97f89c82 60f15be2
[    5.353554] random 0083 0000 0000 97f89c82 60f15be2: trying to extract 128 bits from nonblocking
[    5.353557] random 0083 0000 0000 97f89c82 60f15be2: debiting 128 entropy credits from nonblocking (unlimited)
[    5.353559] random 0083 0000 0000 97f89c82 60f15be2: extract_entropy account returned: 16 
[    5.353563] random 0083 0000 0000 97f89c82 60f15be2: urand_change_num 1215 extract_buf: pool_sig fffffe73, data_sig 0000025b, bytes_mixed 20 97f89c82 60f15be2
[    5.353568] random 0083 0000 0000 844ceeff 574e1cc6: urand_change_num 1216 extract_buf: pool_sig 000001dc, data_sig ffffffa0, bytes_mixed 20 844ceeff 574e1cc6
[    5.354287] random 0083 0000 0000 844ceeff 574e1cc6: rand_read_num 403 get_random_bytes(16): sig ffffffac 844ceeff 574e1cc6
[    5.354290] random 0083 0000 0000 844ceeff 574e1cc6: extract_entropy(.. 16 ..)
[    5.354293] random 0083 0000 0000 844ceeff 574e1cc6: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.354295] random 0083 0000 0000 844ceeff 574e1cc6: extract_entropy(.. 16 ..)
[    5.354298] random 0083 0000 0000 844ceeff 574e1cc6: trying to extract 128 bits from input
[    5.354301] random 0083 0000 0000 844ceeff 574e1cc6: debiting 0 entropy credits from input
[    5.354304] random 0083 0000 0000 844ceeff 574e1cc6: extract_entropy account returned: 0 
[    5.354309] random 0083 0000 0000 844ceeff 574e1cc6: urand_change_num 1217 xfer_secondary_pool(16): pool_sig ffffffac, data_sig 00000000, bytes_mixed 0 844ceeff 574e1cc6
[    5.354314] random 0083 0000 0000 844ceeff 574e1cc6: trying to extract 128 bits from nonblocking
[    5.354317] random 0083 0000 0000 844ceeff 574e1cc6: debiting 128 entropy credits from nonblocking (unlimited)
[    5.354319] random 0083 0000 0000 844ceeff 574e1cc6: extract_entropy account returned: 16 
[    5.354323] random 0083 0000 0000 844ceeff 574e1cc6: urand_change_num 1218 extract_buf: pool_sig ffffffac, data_sig 0000005e, bytes_mixed 20 844ceeff 574e1cc6
[    5.354350] random 0083 0000 0000 844ceeff 574e1cc6: add_disk_randomness(8:0) 844ceeff 574e1cc6
[    5.354355] random 0083 0000 0000 844ceeff 574e1cc6: add_timer_randomness(.. 8388864) with jiffies: 11625807176928256065, cycles: -6820936901076183709
[    5.354364] random 0083 0000 0000 5e950894 23eafdfe: urand_change_num 1219 extract_buf: pool_sig 0000025f, data_sig fffffe2b, bytes_mixed 20 5e950894 23eafdfe
[    5.354634] random 0083 0000 0000 17a5b9a0 229f8da8: add_disk_randomness(8:0) 17a5b9a0 229f8da8
[    5.354638] random 0083 0000 0000 17a5b9a0 229f8da8: add_timer_randomness(.. 8388864) with jiffies: 11628729910763118657, cycles: -6818014167241321117
[    5.354816] random 0083 0000 0000 17a5b9a0 229f8da8: add_disk_randomness(8:0) 17a5b9a0 229f8da8
[    5.354831] random 0083 0000 0000 17a5b9a0 229f8da8: add_timer_randomness(.. 8388864) with jiffies: 11630603233763713089, cycles: -6816140844240726685
[    5.355244] random 0083 0000 0000 17a5b9a0 229f8da8: rand_read_num 404 get_random_bytes(16): sig fffffe34 17a5b9a0 229f8da8
[    5.355246] random 0083 0000 0000 17a5b9a0 229f8da8: extract_entropy(.. 16 ..)
[    5.355249] random 0083 0000 0000 17a5b9a0 229f8da8: going to reseed nonblocking with 128 bits (128 of 0 requested)
