>[    3.429758] random 0030 0000 0000 cadf44cd e6e5b548: add_disk_randomness(8:0) cadf44cd e6e5b548
[    4.704785] random 0076 0000 0000 3a5dab64 ef0a3e07: extract_entropy(.. 16 ..)
[    4.704788] random 0076 0000 0000 3a5dab64 ef0a3e07: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.704790] random 0076 0000 0000 3a5dab64 ef0a3e07: extract_entropy(.. 16 ..)
[    4.704793] random 0076 0000 0000 3a5dab64 ef0a3e07: trying to extract 128 bits from input
[    4.704795] random 0076 0000 0000 3a5dab64 ef0a3e07: debiting 0 entropy credits from input
[    4.704797] random 0076 0000 0000 3a5dab64 ef0a3e07: extract_entropy account returned: 0 
[    4.704800] random 0076 0000 0000 3a5dab64 ef0a3e07: urand_change_num 1558 xfer_secondary_pool(16): pool_sig fffffe55, data_sig 00000000, bytes_mixed 0 3a5dab64 ef0a3e07
[    4.704802] random 0076 0000 0000 3a5dab64 ef0a3e07: trying to extract 128 bits from nonblocking
[    4.704805] random 0076 0000 0000 3a5dab64 ef0a3e07: debiting 128 entropy credits from nonblocking (unlimited)
[    4.704807] random 0076 0000 0000 3a5dab64 ef0a3e07: extract_entropy account returned: 16 
[    4.704811] random 0076 0000 0000 3a5dab64 ef0a3e07: urand_change_num 1559 extract_buf: pool_sig fffffe55, data_sig ffffff17, bytes_mixed 20 3a5dab64 ef0a3e07
[    4.704815] random 0076 0000 0000 485ec282 13891c3c: urand_change_num 1560 extract_buf: pool_sig fffffe46, data_sig fffffede, bytes_mixed 20 485ec282 13891c3c
[    4.705633] random 0076 0000 0000 485ec282 13891c3c: add_disk_randomness(8:0) 485ec282 13891c3c
[    4.705638] random 0076 0000 0000 485ec282 13891c3c: add_timer_randomness(.. 8388864) with jiffies: 10441589598550155165, cycles: -8005154479454277313
[    4.707699] random 0076 0000 0000 485ec282 13891c3c: rand_read_num 518 get_random_bytes(16): sig ffffffbb 485ec282 13891c3c
[    4.707703] random 0076 0000 0000 485ec282 13891c3c: extract_entropy(.. 16 ..)
[    4.707706] random 0076 0000 0000 485ec282 13891c3c: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.707708] random 0076 0000 0000 485ec282 13891c3c: extract_entropy(.. 16 ..)
[    4.707711] random 0076 0000 0000 485ec282 13891c3c: trying to extract 128 bits from input
[    4.707713] random 0076 0000 0000 485ec282 13891c3c: debiting 0 entropy credits from input
[    4.707715] random 0076 0000 0000 485ec282 13891c3c: extract_entropy account returned: 0 
[    4.707718] random 0076 0000 0000 485ec282 13891c3c: urand_change_num 1561 xfer_secondary_pool(16): pool_sig ffffffbb, data_sig 00000000, bytes_mixed 0 485ec282 13891c3c
[    4.707721] random 0076 0000 0000 485ec282 13891c3c: trying to extract 128 bits from nonblocking
[    4.707724] random 0076 0000 0000 485ec282 13891c3c: debiting 128 entropy credits from nonblocking (unlimited)
[    4.707726] random 0076 0000 0000 485ec282 13891c3c: extract_entropy account returned: 16 
[    4.707730] random 0076 0000 0000 485ec282 13891c3c: urand_change_num 1562 extract_buf: pool_sig ffffffbb, data_sig ffffff16, bytes_mixed 20 485ec282 13891c3c
[    4.707735] random 0076 0000 0000 d91e5ca3 5ac749dc: urand_change_num 1563 extract_buf: pool_sig 00000375, data_sig ffffff79, bytes_mixed 20 d91e5ca3 5ac749dc
[    4.708368] random 0076 0000 0000 1cb9340d d0507eb4: rand_read_num 519 get_random_bytes(16): sig 000002bd 1cb9340d d0507eb4
[    4.708371] random 0076 0000 0000 1cb9340d d0507eb4: extract_entropy(.. 16 ..)
[    4.708373] random 0076 0000 0000 1cb9340d d0507eb4: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.708375] random 0076 0000 0000 1cb9340d d0507eb4: extract_entropy(.. 16 ..)
[    4.708378] random 0076 0000 0000 1cb9340d d0507eb4: trying to extract 128 bits from input
[    4.708380] random 0076 0000 0000 1cb9340d d0507eb4: debiting 0 entropy credits from input
[    4.708382] random 0076 0000 0000 1cb9340d d0507eb4: extract_entropy account returned: 0 
[    4.708385] random 0076 0000 0000 1cb9340d d0507eb4: urand_change_num 1564 xfer_secondary_pool(16): pool_sig 000002bd, data_sig 00000000, bytes_mixed 0 1cb9340d d0507eb4
[    4.708388] random 0076 0000 0000 1cb9340d d0507eb4: trying to extract 128 bits from nonblocking
[    4.708391] random 0076 0000 0000 1cb9340d d0507eb4: debiting 128 entropy credits from nonblocking (unlimited)
[    4.708393] random 0076 0000 0000 1cb9340d d0507eb4: extract_entropy account returned: 16 
[    4.708397] random 0076 0000 0000 1cb9340d d0507eb4: urand_change_num 1565 extract_buf: pool_sig 000002bd, data_sig 00000096, bytes_mixed 20 1cb9340d d0507eb4
[    4.708401] random 0076 0000 0000 1cb9340d d0507eb4: urand_change_num 1566 extract_buf: pool_sig ffffff83, data_sig 0000004b, bytes_mixed 20 1cb9340d d0507eb4
[    4.709833] random 0076 0000 0000 978c4cc6 821db909: rand_read_num 520 urandom_read(12): sig ffffffd9 978c4cc6 821db909 pid=683 comm=dbus-daemon
[    4.709837] random 0076 0000 0000 978c4cc6 821db909: extract_entropy_user(12)
[    4.709840] random 0076 0000 0000 978c4cc6 821db909: going to reseed nonblocking with 96 bits (96 of 0 requested)
[    4.709842] random 0076 0000 0000 978c4cc6 821db909: extract_entropy(.. 12 ..)
[    4.709845] random 0076 0000 0000 978c4cc6 821db909: trying to extract 96 bits from input
[    4.709847] random 0076 0000 0000 978c4cc6 821db909: debiting 0 entropy credits from input
[    4.709849] random 0076 0000 0000 978c4cc6 821db909: extract_entropy account returned: 0 
[    4.709852] random 0076 0000 0000 978c4cc6 821db909: urand_change_num 1567 xfer_secondary_pool(12): pool_sig ffffffd9, data_sig 00000000, bytes_mixed 0 978c4cc6 821db909
[    4.709855] random 0076 0000 0000 978c4cc6 821db909: trying to extract 96 bits from nonblocking
[    4.709858] random 0076 0000 0000 978c4cc6 821db909: debiting 96 entropy credits from nonblocking (unlimited)
[    4.709860] random 0076 0000 0000 978c4cc6 821db909:   got 12 bytes
[    4.709864] random 0076 0000 0000 978c4cc6 821db909: urand_change_num 1568 extract_buf: pool_sig ffffffd9, data_sig 000000d4, bytes_mixed 20 978c4cc6 821db909
[    4.709877] random 0076 0000 0000 066e756a eba64ccf: urand_change_num 1569 extract_buf: pool_sig 000003d0, data_sig 0000019f, bytes_mixed 20 066e756a eba64ccf
[    4.712097] random 0076 0000 0000 066e756a eba64ccf: add_disk_randomness(8:0) 066e756a eba64ccf
[    4.712102] random 0076 0000 0000 066e756a eba64ccf: add_timer_randomness(.. 8388864) with jiffies: 10508174721353179039, cycles: -7938569356651253441
[    4.712211] random 0076 0000 0000 066e756a eba64ccf: add_disk_randomness(8:0) 066e756a eba64ccf
[    4.712215] random 0076 0000 0000 066e756a eba64ccf: add_timer_randomness(.. 8388864) with jiffies: 10509339434879475615, cycles: -7937404643124956865
[    4.712574] random 0076 0000 0000 066e756a eba64ccf: add_disk_randomness(8:0) 066e756a eba64ccf
[    4.712579] random 0076 0000 0000 066e756a eba64ccf: add_timer_randomness(.. 8388864) with jiffies: 10513082030726504351, cycles: -7933662047277928129
[    4.712975] RANDOM get_random_int call with cycles 54149101417208, jiffies 4294893471 and pid 1
[    4.713284] random 0076 0000 0000 066e756a eba64ccf: rand_read_num 521 get_random_bytes(16): sig 00000466 066e756a eba64ccf
[    4.713287] random 0076 0000 0000 066e756a eba64ccf: extract_entropy(.. 16 ..)
[    4.713290] random 0076 0000 0000 066e756a eba64ccf: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.713292] random 0076 0000 0000 066e756a eba64ccf: extract_entropy(.. 16 ..)
[    4.713295] random 0076 0000 0000 066e756a eba64ccf: trying to extract 128 bits from input
[    4.713297] random 0076 0000 0000 066e756a eba64ccf: debiting 0 entropy credits from input
[    4.713299] random 0076 0000 0000 066e756a eba64ccf: extract_entropy account returned: 0 
[    4.713302] random 0076 0000 0000 066e756a eba64ccf: urand_change_num 1570 xfer_secondary_pool(16): pool_sig 00000466, data_sig 00000000, bytes_mixed 0 066e756a eba64ccf
[    4.713305] random 0076 0000 0000 066e756a eba64ccf: trying to extract 128 bits from nonblocking
[    4.713308] random 0076 0000 0000 066e756a eba64ccf: debiting 128 entropy credits from nonblocking (unlimited)
[    4.713310] random 0076 0000 0000 066e756a eba64ccf: extract_entropy account returned: 16 
[    4.713314] random 0076 0000 0000 066e756a eba64ccf: urand_change_num 1571 extract_buf: pool_sig 00000466, data_sig fffffe9f, bytes_mixed 20 066e756a eba64ccf
[    4.713319] random 0076 0000 0000 b5cbfedd d010fecb: urand_change_num 1572 extract_buf: pool_sig 000002da, data_sig fffffeb4, bytes_mixed 20 b5cbfedd d010fecb
[    4.713605] random 0076 0000 0000 b5cbfedd d010fecb: add_disk_randomness(8:0) b5cbfedd d010fecb
[    4.713609] random 0076 0000 0000 b5cbfedd d010fecb: add_timer_randomness(.. 8388864) with jiffies: 10523692725956435871, cycles: -7923051352047996609
[    4.713617] random 0076 0000 0000 b5cbfedd d010fecb: add_disk_randomness(8:0) b5cbfedd d010fecb
[    4.713620] random 0076 0000 0000 b5cbfedd d010fecb: add_timer_randomness(.. 8388864) with jiffies: 10523815725229858719, cycles: -7922928352774573761
[    4.713698] random 0076 0000 0000 b5cbfedd d010fecb: add_disk_randomness(8:0) b5cbfedd d010fecb
[    4.713702] random 0076 0000 0000 b5cbfedd d010fecb: add_timer_randomness(.. 8388864) with jiffies: 10524655644739297183, cycles: -7922088433265135297
[    4.713803] random 0076 0000 0000 b5cbfedd d010fecb: add_disk_randomness(8:0) b5cbfedd d010fecb
[    4.713806] random 0076 0000 0000 b5cbfedd d010fecb: add_timer_randomness(.. 8388864) with jiffies: 10525731701550669727, cycles: -7921012376453762753
[    4.714923] random 0076 0000 0000 b5cbfedd d010fecb: add_disk_randomness(8:0) b5cbfedd d010fecb
[    4.714929] random 0076 0000 0000 b5cbfedd d010fecb: add_timer_randomness(.. 8388864) with jiffies: 10537289432774401951, cycles: -7909454645230030529
[    4.716545] random 0076 0000 0000 b5cbfedd d010fecb: rand_read_num 522 get_random_bytes(16): sig ffffff7a b5cbfedd d010fecb
[    4.716549] random 0076 0000 0000 b5cbfedd d010fecb: extract_entropy(.. 16 ..)
[    4.716551] random 0076 0000 0000 b5cbfedd d010fecb: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.716554] random 0076 0000 0000 b5cbfedd d010fecb: extract_entropy(.. 16 ..)
[    4.716556] random 0076 0000 0000 b5cbfedd d010fecb: trying to extract 128 bits from input
[    4.716558] random 0076 0000 0000 b5cbfedd d010fecb: debiting 0 entropy credits from input
[    4.716560] random 0076 0000 0000 b5cbfedd d010fecb: extract_entropy account returned: 0 
[    4.716563] random 0076 0000 0000 b5cbfedd d010fecb: urand_change_num 1573 xfer_secondary_pool(16): pool_sig ffffff7a, data_sig 00000000, bytes_mixed 0 b5cbfedd d010fecb
[    4.716566] random 0076 0000 0000 b5cbfedd d010fecb: trying to extract 128 bits from nonblocking
[    4.716568] random 0076 0000 0000 b5cbfedd d010fecb: debiting 128 entropy credits from nonblocking (unlimited)
[    4.716571] random 0076 0000 0000 b5cbfedd d010fecb: extract_entropy account returned: 16 
[    4.716574] random 0076 0000 0000 b5cbfedd d010fecb: urand_change_num 1574 extract_buf: pool_sig ffffff7a, data_sig fffffe59, bytes_mixed 20 b5cbfedd d010fecb
[    4.716578] random 0076 0000 0000 f08e2c50 caee29cc: urand_change_num 1575 extract_buf: pool_sig fffffa0c, data_sig ffffffad, bytes_mixed 20 f08e2c50 caee29cc
[    4.717247] random 0076 0000 0000 9575970f 2a794cb3: rand_read_num 523 get_random_bytes(16): sig fffff5d9 9575970f 2a794cb3
[    4.717249] random 0076 0000 0000 9575970f 2a794cb3: extract_entropy(.. 16 ..)
[    4.717252] random 0076 0000 0000 9575970f 2a794cb3: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.717254] random 0076 0000 0000 9575970f 2a794cb3: extract_entropy(.. 16 ..)
[    4.717257] random 0076 0000 0000 9575970f 2a794cb3: trying to extract 128 bits from input
[    4.717259] random 0076 0000 0000 9575970f 2a794cb3: debiting 0 entropy credits from input
[    4.717261] random 0076 0000 0000 9575970f 2a794cb3: extract_entropy account returned: 0 
[    4.717264] random 0076 0000 0000 9575970f 2a794cb3: urand_change_num 1576 xfer_secondary_pool(16): pool_sig fffff5d9, data_sig 00000000, bytes_mixed 0 9575970f 2a794cb3
[    4.717266] random 0076 0000 0000 9575970f 2a794cb3: trying to extract 128 bits from nonblocking
[    4.717269] random 0076 0000 0000 9575970f 2a794cb3: debiting 128 entropy credits from nonblocking (unlimited)
[    4.717271] random 0076 0000 0000 9575970f 2a794cb3: extract_entropy account returned: 16 
[    4.717274] random 0076 0000 0000 9575970f 2a794cb3: urand_change_num 1577 extract_buf: pool_sig fffff5d9, data_sig 000000db, bytes_mixed 20 9575970f 2a794cb3
[    4.717279] random 0076 0000 0000 9575970f 2a794cb3: urand_change_num 1578 extract_buf: pool_sig fffff859, data_sig ffffffdf, bytes_mixed 20 9575970f 2a794cb3
[    4.717994] random 0076 0000 0000 71c5fc75 63bd6ce0: add_disk_randomness(11:0) 71c5fc75 63bd6ce0
[    4.717998] random 0076 0000 0000 71c5fc75 63bd6ce0: add_timer_randomness(.. 11534592) with jiffies: 10568903596118564768, cycles: -7877840481885867713
[    4.718001] random 0076 0000 0000 71c5fc75 63bd6ce0: added 5 entropy credits to input
[    4.718129] random 0081 0000 0000 71c5fc75 63bd6ce0: add_disk_randomness(11:0) 71c5fc75 63bd6ce0
[    4.718132] random 0081 0000 0000 71c5fc75 63bd6ce0: add_timer_randomness(.. 11534592) with jiffies: 10570290720231317408, cycles: -7876453357773115073
[    4.718293] random 0081 0000 0000 71c5fc75 63bd6ce0: add_disk_randomness(11:0) 71c5fc75 63bd6ce0
[    4.718297] random 0081 0000 0000 71c5fc75 63bd6ce0: add_timer_randomness(.. 11534592) with jiffies: 10571983912303517600, cycles: -7874760165700914881
[    4.718456] random 0081 0000 0000 71c5fc75 63bd6ce0: add_disk_randomness(11:0) 71c5fc75 63bd6ce0
[    4.718459] random 0081 0000 0000 71c5fc75 63bd6ce0: add_timer_randomness(.. 11534592) with jiffies: 10573658644606279584, cycles: -7873085433398152897
[    4.718578] random 0081 0000 0000 71c5fc75 63bd6ce0: add_disk_randomness(11:0) 71c5fc75 63bd6ce0
[    4.718582] random 0081 0000 0000 71c5fc75 63bd6ce0: add_timer_randomness(.. 11534592) with jiffies: 10574918891090141088, cycles: -7871825186914291393
[    4.718691] random 0081 0000 0000 71c5fc75 63bd6ce0: add_disk_randomness(11:0) 71c5fc75 63bd6ce0
[    4.718694] random 0081 0000 0000 71c5fc75 63bd6ce0: add_timer_randomness(.. 11534592) with jiffies: 10576077729101176736, cycles: -7870666348903255745
[    4.718821] random 0081 0000 0000 71c5fc75 63bd6ce0: add_disk_randomness(11:0) 71c5fc75 63bd6ce0
[    4.718825] random 0081 0000 0000 71c5fc75 63bd6ce0: add_timer_randomness(.. 11534592) with jiffies: 10577424510586118048, cycles: -7869319567418314433
[    4.722301] random 0081 0000 0000 71c5fc75 63bd6ce0: rand_read_num 524 get_random_bytes(16): sig fffffe47 71c5fc75 63bd6ce0
[    4.722304] random 0081 0000 0000 71c5fc75 63bd6ce0: extract_entropy(.. 16 ..)
[    4.722306] random 0081 0000 0000 71c5fc75 63bd6ce0: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.722309] random 0081 0000 0000 71c5fc75 63bd6ce0: extract_entropy(.. 16 ..)
[    4.722311] random 0081 0000 0000 71c5fc75 63bd6ce0: trying to extract 128 bits from input
[    4.722313] random 0081 0000 0000 71c5fc75 63bd6ce0: debiting 0 entropy credits from input
[    4.722315] random 0081 0000 0000 71c5fc75 63bd6ce0: extract_entropy account returned: 0 
[    4.722318] random 0081 0000 0000 71c5fc75 63bd6ce0: urand_change_num 1579 xfer_secondary_pool(16): pool_sig fffffe47, data_sig 00000000, bytes_mixed 0 71c5fc75 63bd6ce0
[    4.722321] random 0081 0000 0000 71c5fc75 63bd6ce0: trying to extract 128 bits from nonblocking
[    4.722323] random 0081 0000 0000 71c5fc75 63bd6ce0: debiting 128 entropy credits from nonblocking (unlimited)
[    4.722325] random 0081 0000 0000 71c5fc75 63bd6ce0: extract_entropy account returned: 16 
[    4.722329] random 0081 0000 0000 71c5fc75 63bd6ce0: urand_change_num 1580 extract_buf: pool_sig fffffe47, data_sig 000001c9, bytes_mixed 20 71c5fc75 63bd6ce0
[    4.722333] random 0081 0000 0000 104cfd69 d221ee04: urand_change_num 1581 extract_buf: pool_sig fffffca7, data_sig 0000000a, bytes_mixed 20 104cfd69 d221ee04
[    4.722939] random 0081 0000 0000 104cfd69 d221ee04: rand_read_num 525 get_random_bytes(16): sig fffffbca 104cfd69 d221ee04
[    4.722942] random 0081 0000 0000 104cfd69 d221ee04: extract_entropy(.. 16 ..)
[    4.722944] random 0081 0000 0000 104cfd69 d221ee04: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.722946] random 0081 0000 0000 104cfd69 d221ee04: extract_entropy(.. 16 ..)
[    4.722949] random 0081 0000 0000 104cfd69 d221ee04: trying to extract 128 bits from input
[    4.722951] random 0081 0000 0000 104cfd69 d221ee04: debiting 0 entropy credits from input
[    4.722953] random 0081 0000 0000 104cfd69 d221ee04: extract_entropy account returned: 0 
[    4.722956] random 0081 0000 0000 104cfd69 d221ee04: urand_change_num 1582 xfer_secondary_pool(16): pool_sig fffffbca, data_sig 00000000, bytes_mixed 0 104cfd69 d221ee04
[    4.722958] random 0081 0000 0000 104cfd69 d221ee04: trying to extract 128 bits from nonblocking
[    4.722961] random 0081 0000 0000 104cfd69 d221ee04: debiting 128 entropy credits from nonblocking (unlimited)
[    4.722963] random 0081 0000 0000 104cfd69 d221ee04: extract_entropy account returned: 16 
[    4.722966] random 0081 0000 0000 104cfd69 d221ee04: urand_change_num 1583 extract_buf: pool_sig fffffbca, data_sig fffffe43, bytes_mixed 20 104cfd69 d221ee04
[    4.722971] random 0081 0000 0000 3d8f8f8a b2f47e49: urand_change_num 1584 extract_buf: pool_sig 000002be, data_sig 0000002e, bytes_mixed 20 3d8f8f8a b2f47e49
[    4.723447] random 0081 0000 0000 3d8f8f8a b2f47e49: rand_read_num 526 get_random_bytes(16): sig ffffff08 3d8f8f8a b2f47e49
[    4.723450] random 0081 0000 0000 3d8f8f8a b2f47e49: extract_entropy(.. 16 ..)
[    4.723452] random 0081 0000 0000 3d8f8f8a b2f47e49: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.723455] random 0081 0000 0000 3d8f8f8a b2f47e49: extract_entropy(.. 16 ..)
[    4.723457] random 0081 0000 0000 3d8f8f8a b2f47e49: trying to extract 128 bits from input
[    4.723459] random 0081 0000 0000 3d8f8f8a b2f47e49: debiting 0 entropy credits from input
[    4.723461] random 0081 0000 0000 3d8f8f8a b2f47e49: extract_entropy account returned: 0 
[    4.723464] random 0081 0000 0000 3d8f8f8a b2f47e49: urand_change_num 1585 xfer_secondary_pool(16): pool_sig ffffff08, data_sig 00000000, bytes_mixed 0 3d8f8f8a b2f47e49
[    4.723466] random 0081 0000 0000 3d8f8f8a b2f47e49: trying to extract 128 bits from nonblocking
[    4.723469] random 0081 0000 0000 3d8f8f8a b2f47e49: debiting 128 entropy credits from nonblocking (unlimited)
[    4.723471] random 0081 0000 0000 3d8f8f8a b2f47e49: extract_entropy account returned: 16 
[    4.723474] random 0081 0000 0000 3d8f8f8a b2f47e49: urand_change_num 1586 extract_buf: pool_sig ffffff08, data_sig ffffffde, bytes_mixed 20 3d8f8f8a b2f47e49
[    4.723479] random 0081 0000 0000 3816ae51 0e9f3407: urand_change_num 1587 extract_buf: pool_sig 0000004f, data_sig 00000154, bytes_mixed 20 3816ae51 0e9f3407
[    4.723503] random 0081 0000 0000 8e93d813 a389aa1f: rand_read_num 527 get_random_bytes(16): sig 000001e3 8e93d813 a389aa1f
[    4.723503] random 0081 0000 0000 8e93d813 a389aa1f: extract_entropy(.. 16 ..)
[    4.723503] random 0081 0000 0000 8e93d813 a389aa1f: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.723503] random 0081 0000 0000 8e93d813 a389aa1f: extract_entropy(.. 16 ..)
[    4.723503] random 0081 0000 0000 8e93d813 a389aa1f: trying to extract 128 bits from input
[    4.723503] random 0081 0000 0000 8e93d813 a389aa1f: debiting 0 entropy credits from input
[    4.723503] random 0081 0000 0000 8e93d813 a389aa1f: extract_entropy account returned: 0 
[    4.723503] random 0081 0000 0000 8e93d813 a389aa1f: urand_change_num 1588 xfer_secondary_pool(16): pool_sig 000001e3, data_sig 00000000, bytes_mixed 0 8e93d813 a389aa1f
[    4.723503] random 0081 0000 0000 8e93d813 a389aa1f: trying to extract 128 bits from nonblocking
[    4.723503] random 0081 0000 0000 8e93d813 a389aa1f: debiting 128 entropy credits from nonblocking (unlimited)
[    4.723503] random 0081 0000 0000 8e93d813 a389aa1f: extract_entropy account returned: 16 
[    4.723503] random 0081 0000 0000 8e93d813 a389aa1f: urand_change_num 1589 extract_buf: pool_sig 000001e3, data_sig fffffe28, bytes_mixed 20 8e93d813 a389aa1f
[    4.723503] random 0081 0000 0000 8e93d813 a389aa1f: urand_change_num 1590 extract_buf: pool_sig 00000648, data_sig fffffe3d, bytes_mixed 20 8e93d813 a389aa1f
[    4.724446] RANDOM get_random_int call with cycles 54149128928027, jiffies 4294893474 and pid 1
[    4.724628] random 0081 0000 0000 4dd6e1a4 49071602: rand_read_num 528 get_random_bytes(16): sig 0000048c 4dd6e1a4 49071602
[    4.724630] random 0081 0000 0000 4dd6e1a4 49071602: extract_entropy(.. 16 ..)
[    4.724633] random 0081 0000 0000 4dd6e1a4 49071602: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.724636] random 0081 0000 0000 4dd6e1a4 49071602: extract_entropy(.. 16 ..)
[    4.724638] random 0081 0000 0000 4dd6e1a4 49071602: trying to extract 128 bits from input
[    4.724640] random 0081 0000 0000 4dd6e1a4 49071602: debiting 0 entropy credits from input
[    4.724642] random 0081 0000 0000 4dd6e1a4 49071602: extract_entropy account returned: 0 
[    4.724645] random 0081 0000 0000 4dd6e1a4 49071602: urand_change_num 1591 xfer_secondary_pool(16): pool_sig 0000048c, data_sig 00000000, bytes_mixed 0 4dd6e1a4 49071602
[    4.724648] random 0081 0000 0000 4dd6e1a4 49071602: trying to extract 128 bits from nonblocking
[    4.724650] random 0081 0000 0000 4dd6e1a4 49071602: debiting 128 entropy credits from nonblocking (unlimited)
[    4.724652] random 0081 0000 0000 4dd6e1a4 49071602: extract_entropy account returned: 16 
[    4.724656] random 0081 0000 0000 4dd6e1a4 49071602: urand_change_num 1592 extract_buf: pool_sig 0000048c, data_sig 0000004d, bytes_mixed 20 4dd6e1a4 49071602
[    4.724660] random 0081 0000 0000 2427bab6 32cf4a73: urand_change_num 1593 extract_buf: pool_sig 000003f7, data_sig ffffff21, bytes_mixed 20 2427bab6 32cf4a73
[    4.725191] random 0081 0000 0000 2427bab6 32cf4a73: rand_read_num 529 get_random_bytes(16): sig fffffea4 2427bab6 32cf4a73
[    4.725193] random 0081 0000 0000 2427bab6 32cf4a73: extract_entropy(.. 16 ..)
[    4.725196] random 0081 0000 0000 2427bab6 32cf4a73: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.725198] random 0081 0000 0000 2427bab6 32cf4a73: extract_entropy(.. 16 ..)
[    4.725200] random 0081 0000 0000 2427bab6 32cf4a73: trying to extract 128 bits from input
[    4.725202] random 0081 0000 0000 2427bab6 32cf4a73: debiting 0 entropy credits from input
[    4.725204] random 0081 0000 0000 2427bab6 32cf4a73: extract_entropy account returned: 0 
[    4.725207] random 0081 0000 0000 2427bab6 32cf4a73: urand_change_num 1594 xfer_secondary_pool(16): pool_sig fffffea4, data_sig 00000000, bytes_mixed 0 2427bab6 32cf4a73
[    4.725210] random 0081 0000 0000 2427bab6 32cf4a73: trying to extract 128 bits from nonblocking
[    4.725212] random 0081 0000 0000 2427bab6 32cf4a73: debiting 128 entropy credits from nonblocking (unlimited)
[    4.725214] random 0081 0000 0000 2427bab6 32cf4a73: extract_entropy account returned: 16 
[    4.725218] random 0081 0000 0000 2427bab6 32cf4a73: urand_change_num 1595 extract_buf: pool_sig fffffea4, data_sig fffffefa, bytes_mixed 20 2427bab6 32cf4a73
[    4.725222] random 0081 0000 0000 1796b864 452c2b2a: urand_change_num 1596 extract_buf: pool_sig fffffd4f, data_sig 000000ee, bytes_mixed 20 1796b864 452c2b2a
[    4.725490] random 0081 0000 0000 1796b864 452c2b2a: add_disk_randomness(8:0) 1796b864 452c2b2a
[    4.725494] random 0081 0000 0000 1796b864 452c2b2a: add_timer_randomness(.. 8388864) with jiffies: 10646105779293052834, cycles: -7800638298711379649
[    4.725496] random 0081 0000 0000 1796b864 452c2b2a: added 1 entropy credits to input
[    4.732168] random 0082 0000 0000 1796b864 452c2b2a: add_disk_randomness(8:0) 1796b864 452c2b2a
[    4.732182] random 0082 0000 0000 1796b864 452c2b2a: add_timer_randomness(.. 8388864) with jiffies: 10714899601912946596, cycles: -7731844476091485889
[    4.732656] random 0082 0000 0000 1796b864 452c2b2a: add_disk_randomness(8:0) 1796b864 452c2b2a
[    4.732669] random 0082 0000 0000 1796b864 452c2b2a: add_timer_randomness(.. 8388864) with jiffies: 10720014010314317732, cycles: -7726730067690114753
[    4.732903] random 0082 0000 0000 1796b864 452c2b2a: add_disk_randomness(8:0) 1796b864 452c2b2a
[    4.732907] random 0082 0000 0000 1796b864 452c2b2a: add_timer_randomness(.. 8388864) with jiffies: 10722461411528597412, cycles: -7724282666475835073
[    4.733109] random 0082 0000 0000 1796b864 452c2b2a: rand_read_num 530 urandom_read(12): sig fffffcde 1796b864 452c2b2a pid=683 comm=dbus-daemon
[    4.733112] random 0082 0000 0000 1796b864 452c2b2a: extract_entropy_user(12)
[    4.733114] random 0082 0000 0000 1796b864 452c2b2a: going to reseed nonblocking with 96 bits (96 of 0 requested)
[    4.733117] random 0082 0000 0000 1796b864 452c2b2a: extract_entropy(.. 12 ..)
[    4.733119] random 0082 0000 0000 1796b864 452c2b2a: trying to extract 96 bits from input
[    4.733121] random 0082 0000 0000 1796b864 452c2b2a: debiting 0 entropy credits from input
[    4.733124] random 0082 0000 0000 1796b864 452c2b2a: extract_entropy account returned: 0 
[    4.733127] random 0082 0000 0000 1796b864 452c2b2a: urand_change_num 1597 xfer_secondary_pool(12): pool_sig fffffcde, data_sig 00000000, bytes_mixed 0 1796b864 452c2b2a
[    4.733130] random 0082 0000 0000 1796b864 452c2b2a: trying to extract 96 bits from nonblocking
[    4.733132] random 0082 0000 0000 1796b864 452c2b2a: debiting 96 entropy credits from nonblocking (unlimited)
[    4.733134] random 0082 0000 0000 1796b864 452c2b2a:   got 12 bytes
[    4.733138] random 0082 0000 0000 1796b864 452c2b2a: urand_change_num 1598 extract_buf: pool_sig fffffcde, data_sig 0000017f, bytes_mixed 20 1796b864 452c2b2a
[    4.733142] random 0082 0000 0000 c88025f4 72f9f5b3: urand_change_num 1599 extract_buf: pool_sig fffffad7, data_sig fffffecb, bytes_mixed 20 c88025f4 72f9f5b3
[    4.733391] random 0082 0000 0000 0000ad69 fa157a73: rand_read_num 531 get_random_bytes(16): sig 0000029c 0000ad69 fa157a73
[    4.733394] random 0082 0000 0000 0000ad69 fa157a73: extract_entropy(.. 16 ..)
[    4.733397] random 0082 0000 0000 0000ad69 fa157a73: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.733399] random 0082 0000 0000 0000ad69 fa157a73: extract_entropy(.. 16 ..)
